,v1,v2,no_punctuation,to_lowercase,word_tokens,stop_words,word_lemmatize,no_link,text_no_carac
2089,ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",No im not I cant give you everything you want and need You actually could do better for yourself on yor ownyouve got more money than i do I cant get work i cant get a man i cant pay the rent i cant even fill my fucking gas tank yes im stressed and depressed I didnt even call home for thanksgiving cuz ill have to tell them im up to nothing,no im not i cant give you everything you want and need you actually could do better for yourself on yor ownyouve got more money than i do i cant get work i cant get a man i cant pay the rent i cant even fill my fucking gas tank yes im stressed and depressed i didnt even call home for thanksgiving cuz ill have to tell them im up to nothing,"['no im not i cant give you everything you ', 'ant and need you actually could do better for yourself on yor o', 'nyouve got more money than i do i cant get ', 'ork i cant get a man i cant pay the rent i cant even fill my fucking gas tank yes im stressed and depressed i didnt even call home for thanksgiving cuz ill have to tell them im up to nothing']","['no im not i cant give you everything you ', 'ant and need you actually could do better for yourself on yor o', 'nyouve got more money than i do i cant get ', 'ork i cant get a man i cant pay the rent i cant even fill my fucking gas tank yes im stressed and depressed i didnt even call home for thanksgiving cuz ill have to tell them im up to nothing']","['no im not i cant give you everything you ', 'ant and need you actually could do better for yourself on yor o', 'nyouve got more money than i do i cant get ', 'ork i cant get a man i cant pay the rent i cant even fill my fucking gas tank yes im stressed and depressed i didnt even call home for thanksgiving cuz ill have to tell them im up to nothing']","No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",no im not i cant give you everything you want and need you actually could do better for yourself on yor ownyouve got more money than i do i cant get work i cant get a man i cant pay the rent i cant even fill my fucking gas tank yes im stressed and depressed i didnt even call home for thanksgiving cuz ill have to tell them im up to nothing
2090,ham,S:-)kallis wont play in first two odi:-),Skallis wont play in first two odi,skallis wont play in first two odi,"['skallis ', 'ont play in first t', 'o odi']","['skallis ', 'ont play in first t', 'o odi']","['skallis ', 'ont play in first t', 'o odi']",S:-)kallis wont play in first two odi:-),skallis wont play in first two odi
2091,ham,Then get some cash together and I'll text jason,Then get some cash together and Ill text jason,then get some cash together and ill text jason,['then get some cash together and ill text jason'],['then get some cash together and ill text jason'],['then get some cash together and ill text jason'],Then get some cash together and I'll text jason,then get some cash together and ill text jason
2092,ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",Oh my love its soooo good to hear from you Omg I missed you so much today Im sorry your having problems with the provider but thank you for tming me,oh my love its soooo good to hear from you omg i missed you so much today im sorry your having problems with the provider but thank you for tming me,"['oh my love its soooo good to hear from you omg i missed you so much today im sorry your having problems ', 'ith the provider but thank you for tming me']","['oh my love its soooo good to hear from you omg i missed you so much today im sorry your having problems ', 'ith the provider but thank you for tming me']","['oh my love its soooo good to hear from you omg i missed you so much today im sorry your having problems ', 'ith the provider but thank you for tming me']","Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",oh my love its soooo good to hear from you omg i missed you so much today im sorry your having problems with the provider but thank you for tming me
2093,spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",Final Chance Claim ur å£150 worth of discount vouchers today Text YES to 85023 now SavaMob member offers mobile T Cs SavaMob POBOX84 M263UZ å£300 Subs 16,final chance claim ur å£150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz å£300 subs 16,"['final chance claim ur å£150 ', 'orth of discount vouchers today text yes to 85023 no', ' savamob member offers mobile t cs savamob pobox84 m263uz å£300 subs 16']","['final chance claim ur å£150 ', 'orth of discount vouchers today text yes to 85023 no', ' savamob member offers mobile t cs savamob pobox84 m263uz å£300 subs 16']","['final chance claim ur å£150 ', 'orth of discount vouchers today text yes to 85023 no', ' savamob member offers mobile t cs savamob pobox84 m263uz å£300 subs 16']","Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",final chance claim ur å 150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz å 300 subs 16
2094,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,PRIVATE Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points To claim call 08719180248 Identifier Code 45239 Expires,private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires,"['private your 2004 account statement for 07742676969 sho', 's 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires']","['private your 2004 account statement for 07742676969 sho', 's 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires']","['private your 2004 account statement for 07742676969 sho', 's 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires']",PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires
2095,ham,"Probably, want to pick up more?",Probably want to pick up more,probably want to pick up more,"['probably ', 'ant to pick up more']","['probably ', 'ant to pick up more']","['probably ', 'ant to pick up more']","Probably, want to pick up more?",probably want to pick up more
2096,ham,I'm done...,Im done,im done,['im done'],['im done'],['im done'],I'm done...,im done
2097,ham,Are you the cutest girl in the world or what,Are you the cutest girl in the world or what,are you the cutest girl in the world or what,"['are you the cutest girl in the ', 'orld or ', 'hat']","['are you the cutest girl in the ', 'orld or ', 'hat']","['are you the cutest girl in the ', 'orld or ', 'hat']",Are you the cutest girl in the world or what,are you the cutest girl in the world or what
2098,ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",No dice art class 6 thru 9  thanks though Any idea what time I should come tomorrow,no dice art class 6 thru 9  thanks though any idea what time i should come tomorrow,"['no dice art class 6 thru 9  thanks though any idea ', 'hat time i should come tomorro', '']","['no dice art class 6 thru 9  thanks though any idea ', 'hat time i should come tomorro', '']","['no dice art class 6 thru 9  thanks though any idea ', 'hat time i should come tomorro', '']","No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",no dice art class 6 thru 9 thanks though any idea what time i should come tomorrow
2099,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",SMS SERVICES for your inclusive text credits pls goto wwwcomuknet login  unsubscribe with STOP no extra charge help08700469649 PO BOX420 IP4 5WE,sms services for your inclusive text credits pls goto wwwcomuknet login  unsubscribe with stop no extra charge help08700469649 po box420 ip4 5we,"['sms services for your inclusive text credits pls goto ', 'comuknet login  unsubscribe ', 'ith stop no extra charge help08700469649 po box420 ip4 5', 'e']","['sms services for your inclusive text credits pls goto ', 'comuknet login  unsubscribe ', 'ith stop no extra charge help08700469649 po box420 ip4 5', 'e']","['sms services for your inclusive text credits pls goto ', 'comuknet login  unsubscribe ', 'ith stop no extra charge help08700469649 po box420 ip4 5', 'e']","SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",sms services for your inclusive text credits pls goto wwwcomuknet login unsubscribe with stop no extra charge help08700469649 po box420 ip4 5we
2100,ham,Oh Howda gud gud.. Mathe en samachara chikku:-),Oh Howda gud gud Mathe en samachara chikku,oh howda gud gud mathe en samachara chikku,"['oh ho', 'da gud gud mathe en samachara chikku']","['oh ho', 'da gud gud mathe en samachara chikku']","['oh ho', 'da gud gud mathe en samachara chikku']",Oh Howda gud gud.. Mathe en samachara chikku:-),oh howda gud gud mathe en samachara chikku
2101,ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,I thk 530 lor But dunno can get tickets a not Wat u doing now,i thk 530 lor but dunno can get tickets a not wat u doing now,"['i thk 530 lor but dunno can get tickets a not ', 'at u doing no', '']","['i thk 530 lor but dunno can get tickets a not ', 'at u doing no', '']","['i thk 530 lor but dunno can get tickets a not ', 'at u doing no', '']",I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,i thk 530 lor but dunno can get tickets a not wat u doing now
2102,ham,Audrie lousy autocorrect,Audrie lousy autocorrect,audrie lousy autocorrect,['audrie lousy autocorrect'],['audrie lousy autocorrect'],['audrie lousy autocorrect'],Audrie lousy autocorrect,audrie lousy autocorrect
2103,ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,Its a site to simulate the test It just gives you very tough questions to test your readiness,its a site to simulate the test it just gives you very tough questions to test your readiness,['its a site to simulate the test it just gives you very tough questions to test your readiness'],['its a site to simulate the test it just gives you very tough questions to test your readiness'],['its a site to simulate the test it just gives you very tough questions to test your readiness'],Its a site to simulate the test. It just gives you very tough questions to test your readiness.,its a site to simulate the test it just gives you very tough questions to test your readiness
2104,ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,Anyway seriously hit me up when youre back because otherwise I have to light up with armand and he always has shit andor is vomiting,anyway seriously hit me up when youre back because otherwise i have to light up with armand and he always has shit andor is vomiting,"['any', 'ay seriously hit me up ', 'hen youre back because other', 'ise i have to light up ', 'ith armand and he al', 'ays has shit andor is vomiting']","['ay seriously hit me up ', 'hen youre back because other', 'ise i have to light up ', 'ith armand and he al', 'ays has shit andor is vomiting']","['ay seriously hit me up ', 'hen youre back because other', 'ise i have to light up ', 'ith armand and he al', 'ays has shit andor is vomiting']",Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,anyway seriously hit me up when youre back because otherwise i have to light up with armand and he always has shit andor is vomiting
